Frame,Drop Height,Change,Distance
4685,741,0,0
4686,741,0,0
4687,741,0,0
4688,741,0,0
4689,741,0,0
4690,741,0,0
4691,741,0,0
4692,741,0,0
4693,741,0,0
4694,741,0,0
4695,741,0,0
4696,741,0,0
4697,741,0,0
4698,741,0,0
4699,741,0,0
4700,741,0,0
4701,741,0,0
4702,741,0,0
4703,741,0,0
4704,741,0,0
4705,741,0,0
4706,741,0,0
4707,741,0,0
4708,741,0,0
4709,741,0,0
4710,741,0,0
4711,741,0,0
4712,741,0,0
4713,741,0,0
4714,741,0,0
4715,741,0,0
4716,741,0,0
4717,741,0,0
4718,741,0,0
4719,741,0,0
4720,741,0,0
4721,741,0,0
4722,741,0,0
4723,741,0,0
4724,741,0,0
4725,741,0,0
4726,741,0,0
4727,741,0,0
4728,741,0,0
4729,741,0,0
4730,741,0,0
4731,741,0,0
4732,741,0,0
4733,741,0,0
4734,741,0,0
4735,741,0,0
4736,741,0,0
4737,741,0,0
4738,741,0,0
4739,741,0,0
4740,741,0,0
4741,741,0,0
4742,741,0,0
4743,741,0,0
4744,741,0,0
4745,741,0,0
4746,741,0,0
4747,741,0,0
4748,741,0,0
4749,741,0,0
4750,741,0,0
4751,741,0,0
4752,741,0,0
4753,741,0,0
4754,741,0,0
4755,741,0,0
4756,741,0,0
4757,741,0,0
4758,741,0,0
4759,741,0,0
4760,741,0,0
4761,741,0,0
4762,741,0,0
4763,741,0,0
4764,741,0,0
4765,741,0,0
4766,741,0,0
4767,741,0,0
4768,741,0,0
4769,741,0,0
4770,741,0,0
4771,741,0,0
4772,741,0,0
4773,93,-648,0
4774,74,-19,0
4775,741,667,0
4776,741,0,0
4777,741,0,0
4778,741,0,0
4779,741,0,0
4780,741,0,0
4781,741,0,0
4782,741,0,0
4783,741,0,0
4784,741,0,0
4785,741,0,0
4786,741,0,0
4787,741,0,0
4788,741,0,0
4789,741,0,0
4790,741,0,0
4791,741,0,0
4792,741,0,0
4793,741,0,0
4794,741,0,0
4795,741,0,0
4796,741,0,0
4797,741,0,0
4798,741,0,0
4799,741,0,0
4800,741,0,0
4801,506,-235,0
4802,506,0,0
4803,506,0,0
4804,506,0,0
4805,506,0,0
4806,506,0,0
4807,506,0,0
4808,725,219,0
4809,725,0,0
4810,74,-651,0
4811,76,2,0
4812,725,649,0
4813,741,16,0
4814,725,-16,0
4815,741,16,0
4816,741,0,0
4817,741,0,0
4818,741,0,0
4819,741,0,0
4820,741,0,0
4821,741,0,0
4822,741,0,0
4823,741,0,0
4824,741,0,0
4825,741,0,0
4826,741,0,0
4827,741,0,0
4828,741,0,0
4829,741,0,0
4830,741,0,0
4831,741,0,0
4832,741,0,0
4833,741,0,0
4834,741,0,0
4835,741,0,0
4836,741,0,0
4837,741,0,0
4838,741,0,0
4839,741,0,0
4840,741,0,0
4841,741,0,0
4842,741,0,0
4843,741,0,0
4844,741,0,0
4845,741,0,0
4846,741,0,0
4847,741,0,0
4848,741,0,0
4849,741,0,0
4850,741,0,0
4851,741,0,0
4852,741,0,0
4853,741,0,0
4854,741,0,0
4855,741,0,0
4856,741,0,0
4857,741,0,0
4858,741,0,0
4859,741,0,0
4860,77,-664,0
4861,76,-1,0
4862,74,-2,0
4863,741,667,0
4864,741,0,0
4865,741,0,0
4866,741,0,0
4867,741,0,0
4868,741,0,0
4869,741,0,0
4870,741,0,0
4871,741,0,0
4872,741,0,0
4873,741,0,0
4874,741,0,0
4875,741,0,0
4876,741,0,0
4877,741,0,0
4878,741,0,0
4879,741,0,0
4880,741,0,0
4881,741,0,0
4882,741,0,0
4883,741,0,0
4884,741,0,0
4885,741,0,0
4886,741,0,0
4887,741,0,0
4888,741,0,0
4889,741,0,0
4890,741,0,0
4891,741,0,0
4892,741,0,0
4893,741,0,0
4894,741,0,0
4895,741,0,0
4896,741,0,0
4897,741,0,0
4898,741,0,0
4899,741,0,0
4900,741,0,0
4901,741,0,0
4902,741,0,0
4903,741,0,0
4904,741,0,0
4905,741,0,0
4906,741,0,0
4907,741,0,0
4908,741,0,0
4909,741,0,0
4910,741,0,0
4911,741,0,0
4912,741,0,0
4913,741,0,0
4914,741,0,0
4915,741,0,0
4916,741,0,0
4917,741,0,0
4918,741,0,0
4919,742,1,0
4920,742,0,0
4921,741,-1,0
4922,741,0,0
4923,741,0,0
4924,741,0,0
4925,183,-558,0
4926,183,0,0
4927,183,0,0
4928,183,0,0
4929,183,0,0
4930,746,563,0
4931,746,0,0
4932,746,0,0
4933,746,0,0
4934,746,0,0
4935,746,0,0
4936,746,0,0
4937,746,0,0
4938,746,0,0
4939,746,0,0
4940,746,0,0
4941,746,0,0
4942,746,0,0
4943,183,-563,0
4944,183,0,0
4945,183,0,0
4946,183,0,0
4947,746,563,0
4948,746,0,0
4949,746,0,0
4950,746,0,0
4951,746,0,0
4952,746,0,0
4953,746,0,0
4954,746,0,0
4955,746,0,0
4956,746,0,0
4957,746,0,0
4958,746,0,0
4959,746,0,0
4960,746,0,0
4961,746,0,0
4962,746,0,0
4963,746,0,0
4964,746,0,0
4965,746,0,0
4966,746,0,0
4967,746,0,0
4968,746,0,0
4969,746,0,0
4970,746,0,0
4971,746,0,0
4972,746,0,0
4973,746,0,0
4974,746,0,0
4975,746,0,0
4976,746,0,0
4977,746,0,0
4978,746,0,0
4979,746,0,0
4980,746,0,0
4981,746,0,0
4982,746,0,0
4983,746,0,0
4984,746,0,0
4985,746,0,0
4986,746,0,0
4987,431,-315,0
4988,746,315,0
4989,746,0,0
4990,746,0,0
4991,746,0,0
4992,746,0,0
4993,746,0,0
4994,741,-5,0
4995,746,5,0
4996,746,0,0
4997,746,0,0
4998,746,0,0
4999,746,0,0
5000,746,0,0
5001,746,0,0
5002,746,0,0
5003,746,0,0
5004,746,0,0
5005,746,0,0
5006,746,0,0
5007,746,0,0
5008,746,0,0
5009,746,0,0
5010,746,0,0
5011,746,0,0
5012,746,0,0
5013,746,0,0
5014,746,0,0
5015,746,0,0
5016,746,0,0
5017,746,0,0
5018,746,0,0
5019,746,0,0
5020,746,0,0
5021,746,0,0
5022,461,-285,0
5023,461,0,0
5024,746,285,0
5025,746,0,0
5026,746,0,0
5027,183,-563,0
5028,183,0,0
5029,183,0,0
5030,183,0,0
5031,183,0,0
5032,183,0,0
5033,746,563,0
5034,746,0,0
5035,746,0,0
5036,746,0,0
5037,746,0,0
5038,746,0,0
5039,746,0,0
5040,746,0,0
5041,746,0,0
5042,746,0,0
5043,461,-285,0
5044,183,-278,0
5045,746,563,0
5046,746,0,0
5047,746,0,0
5048,746,0,0
5049,746,0,0
5050,746,0,0
5051,183,-563,0
5052,183,0,0
5053,87,-96,0
5054,183,96,0
5055,183,0,0
5056,183,0,0
5057,183,0,0
5058,183,0,0
5059,183,0,0
5060,183,0,0
5061,183,0,0
5062,183,0,0
5063,183,0,0
5064,183,0,0
5065,183,0,0
5066,88,-95,0
5067,183,95,0
5068,183,0,0
5069,746,563,0
5070,746,0,0
5071,746,0,0
5072,491,-255,0
5073,491,0,0
5074,491,0,0
5075,491,0,0
5076,491,0,0
5077,491,0,0
5078,491,0,0
5079,746,255,0
5080,746,0,0
5081,746,0,0
5082,746,0,0
5083,746,0,0
5084,746,0,0
5085,746,0,0
5086,746,0,0
5087,746,0,0
5088,746,0,0
5089,746,0,0
5090,746,0,0
5091,746,0,0
5092,746,0,0
5093,746,0,0
5094,746,0,0
5095,746,0,0
5096,746,0,0
5097,746,0,0
5098,746,0,0
5099,746,0,0
5100,746,0,0
5101,746,0,0
5102,746,0,0
5103,746,0,0
5104,746,0,0
5105,746,0,0
5106,746,0,0
5107,746,0,0
5108,746,0,0
5109,746,0,0
5110,746,0,0
5111,746,0,0
5112,746,0,0
5113,746,0,0
5114,746,0,0
5115,746,0,0
5116,746,0,0
5117,746,0,0
5118,746,0,0
5119,746,0,0
5120,746,0,0
5121,746,0,0
5122,746,0,0
5123,746,0,0
5124,746,0,0
5125,746,0,0
5126,746,0,0
5127,746,0,0
5128,746,0,0
5129,746,0,0
5130,746,0,0
5131,746,0,0
5132,746,0,0
5133,746,0,0
5134,746,0,0
5135,746,0,0
5136,746,0,0
5137,746,0,0
5138,746,0,0
5139,746,0,0
5140,746,0,0
5141,746,0,0
5142,746,0,0
5143,746,0,0
5144,746,0,0
5145,746,0,0
5146,746,0,0
5147,746,0,0
5148,746,0,0
5149,746,0,0
5150,746,0,0
5151,746,0,0
5152,746,0,0
5153,746,0,0
5154,746,0,0
5155,746,0,0
5156,746,0,0
5157,746,0,0
5158,721,-25,0
5159,721,0,0
5160,721,0,0
5161,721,0,0
5162,721,0,0
5163,721,0,0
5164,721,0,0
5165,746,25,0
5166,746,0,0
5167,746,0,0
5168,746,0,0
5169,746,0,0
5170,746,0,0
5171,746,0,0
5172,746,0,0
5173,746,0,0
5174,746,0,0
5175,746,0,0
5176,746,0,0
5177,746,0,0
5178,746,0,0
5179,746,0,0
5180,746,0,0
5181,746,0,0
5182,746,0,0
5183,746,0,0
5184,746,0,0
5185,746,0,0
5186,746,0,0
5187,746,0,0
5188,746,0,0
5189,746,0,0
5190,736,-10,0
5191,746,10,0
5192,746,0,0
5193,746,0,0
5194,746,0,0
5195,746,0,0
5196,746,0,0
5197,746,0,0
5198,746,0,0
5199,746,0,0
5200,746,0,0
5201,746,0,0
5202,746,0,0
5203,746,0,0
5204,746,0,0
5205,746,0,0
5206,746,0,0
5207,746,0,0
5208,746,0,0
5209,746,0,0
5210,746,0,0
5211,746,0,0
5212,746,0,0
5213,746,0,0
5214,746,0,0
5215,746,0,0
5216,746,0,0
5217,746,0,0
5218,183,-563,0
5219,183,0,0
5220,183,0,0
5221,742,559,0
5222,742,0,0
5223,742,0,0
5224,742,0,0
5225,742,0,0
5226,746,4,0
5227,746,0,0
5228,746,0,0
5229,746,0,0
5230,746,0,0
5231,746,0,0
5232,746,0,0
5233,746,0,0
5234,746,0,0
5235,746,0,0
5236,746,0,0
5237,746,0,0
5238,746,0,0
5239,746,0,0
5240,721,-25,0
5241,721,0,0
5242,721,0,0
5243,747,26,0
5244,747,0,0
5245,747,0,0
5246,747,0,0
5247,746,-1,0
5248,746,0,0
5249,746,0,0
5250,746,0,0
5251,746,0,0
5252,746,0,0
5253,746,0,0
5254,746,0,0
5255,746,0,0
5256,746,0,0
5257,746,0,0
5258,747,1,0
5259,747,0,0
5260,747,0,0
5261,721,-26,0
5262,747,26,0
5263,747,0,0
5264,747,0,0
5265,747,0,0
5266,747,0,0
5267,747,0,0
5268,747,0,0
5269,747,0,0
5270,747,0,0
5271,747,0,0
5272,747,0,0
5273,747,0,0
5274,747,0,0
5275,747,0,0
5276,747,0,0
5277,747,0,0
5278,747,0,0
5279,747,0,0
5280,747,0,0
5281,742,-5,0
5282,742,0,0
5283,742,0,0
5284,742,0,0
5285,758,16,0
5286,758,0,0
5287,758,0,0
5288,758,0,0
5289,747,-11,0
5290,747,0,0
5291,747,0,0
5292,742,-5,0
5293,742,0,0
5294,742,0,0
5295,742,0,0
5296,742,0,0
5297,742,0,0
5298,742,0,0
5299,746,4,0
5300,746,0,0
5301,746,0,0
5302,746,0,0
5303,746,0,0
5304,746,0,0
5305,746,0,0
5306,756,10,0
5307,756,0,0
5308,756,0,0
